Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft),Cycle4 (Bef),Cycle4 (Aft),Cycle5 (Bef),Cycle5 (Aft),Cycle6 (Bef),Cycle6 (Aft),Cycle7 (Bef),Cycle7 (Aft),Cycle8 (Bef),Cycle8 (Aft),Cycle9 (Bef),Cycle9 (Aft),Cycle10 (Bef),Cycle10 (Aft),Cycle11 (Bef),Cycle11 (Aft)
402,-10,-10,-10,-10,-10,-10,-8,-8,-7,-7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5,-5,-6,-6
403,-11,-11,-10,-10,-10,-10,-6,-6,-3,-3,-12,-12,-10,-10,-13,-13,-11,-7,-1,3,2,2,0,0
404,-9,-9,-9,-9,-9,-9,-4,-7,0,0,-6,-6,-5,-5,-5,-5,-6,1,-9,-9,-16,-16,-21,-21
405,-8,-8,-5,-5,-6,-6,-4,-7,4,4,-10,-10,-5,-5,-4,-4,-1,-1,3,3,-10,-10,-12,-12
408,-28,-28,-28,-28,-28,-28,-26,-26,-22,-21,-28,-27,-26,-26,-27,-10,-5,-5,-1,-1,0,0,0,0
409,-27,-27,-28,-28,-28,-28,-23,-22,-5,-2,4,-1,1,0,3,-1,1,1,-1,-1,-16,-16,-27,-27
410,-43,-43,-44,-44,-44,-44,-42,-42,-34,-34,-19,-18,-17,-17,-15,-11,-7,-7,-4,-4,-10,-10,-8,-8
411,-22,-22,-22,-22,-22,-22,-18,-18,-5,-4,4,-1,-3,-2,-2,-1,-3,-3,-12,-12,-23,-23,-29,-29
412,-11,-11,-11,-11,-11,-11,-8,-8,2,1,-2,0,0,0,-1,-1,-1,-1,-4,-4,-11,-11,-12,-12
419,-10,-10,-10,-10,-10,-10,-8,-8,-6,-6,-10,-10,-8,-8,-8,-8,-5,-5,-5,-5,-8,-8,-9,-9
420,-25,-25,-26,-26,-26,-26,-25,-3,1,6,-1,1,2,2,1,-1,0,0,3,3,-2,-2,-6,-6
421,-30,-30,-31,-31,-31,-31,-25,-7,3,13,1,2,-1,-1,1,-9,4,1,-3,-3,-9,-9,-8,-8
423,-21,-21,-21,-21,-21,-21,-19,-19,-15,-15,-14,-14,-14,-14,-16,-16,-16,-16,-17,-17,-22,-22,-22,-22
424,-19,-19,-21,-21,-21,-21,-18,-18,-10,-10,-7,-7,-10,-10,-7,-7,-6,-6,-7,-7,-10,-10,-15,-15
425,-26,-26,-26,-26,-26,-26,-23,-23,-12,-12,-17,-17,-15,-15,-14,-14,-11,-11,-11,-11,-26,-26,-35,-35
426,-11,-11,-11,-11,-10,-10,-6,-6,-2,-2,-4,-4,-3,-3,-3,-3,-1,-1,1,1,-9,-9,-13,-13
427,-29,-29,-30,-30,-30,-30,-31,-31,-49,-49,-77,-77,-73,-73,-76,-76,-39,-39,-13,-13,-23,-23,-18,-18
428,-13,-13,-13,-13,-13,-13,-11,-11,-10,-10,-41,-41,-52,-45,-45,-43,-28,-24,-10,-10,-26,-26,-29,-29
430,-11,-11,-12,-12,-12,-12,-11,-11,-7,-7,-10,-10,-9,-9,-16,-16,-8,-8,-2,-2,-5,-5,-6,-6
431,-14,-14,-14,-14,-14,-14,-12,-3,-2,6,2,2,1,1,2,-2,5,-2,3,3,0,0,-1,-1
432,-15,-15,-15,-15,-15,-15,-14,-14,-15,-15,-33,-33,-32,-32,-27,-27,-15,-15,-7,-7,-12,-12,-14,-14
433,-22,-22,-24,-24,-25,-25,-22,-22,-12,11,4,2,-4,0,-2,-10,1,-5,1,3,2,2,-2,-2
435,-15,-15,-17,-17,-17,-17,-12,-12,-6,-6,2,1,0,0,-1,-1,-2,-2,-1,-1,-19,-19,-22,-22
436,-25,-25,-25,-25,-25,-25,-24,-24,-29,-29,-71,-71,-70,-70,-65,-65,-41,-41,-17,-17,-17,-17,-17,-17
437,-18,-18,-18,-18,-18,-18,-17,-17,-9,-9,-8,-8,-5,-5,-7,-7,-3,-3,-5,-5,-17,-17,-19,-19
439,-15,-15,-15,-15,-15,-15,-14,-5,0,2,-5,0,0,2,1,0,3,0,1,1,1,1,0,0
440,-23,-23,-24,-24,-24,-24,-20,-20,-14,-14,-14,-14,-14,-14,-11,-11,-10,-10,-11,-11,-15,-15,-22,-22
441,-16,-16,-14,-14,-15,-15,-12,-12,-4,1,-5,-3,-3,-2,-2,-2,-3,-1,3,3,-3,-3,-4,-4
442,-16,-16,-16,-16,-16,-16,-14,-14,-11,-11,-12,-12,-10,-10,-12,-12,-12,-12,-12,-12,-16,-16,-17,-17
443,-20,-20,-21,-21,-20,-20,-17,-17,-7,-7,-12,-12,-11,-11,-9,-9,-7,-7,-8,-8,-19,-19,-20,-20
444,-15,-15,-15,-15,-15,-15,-13,-10,-4,-4,-10,-10,-7,-7,-10,-10,-12,-11,-4,-4,-11,-11,-15,-15
445,-19,-19,-18,-18,-18,-18,-14,-14,-3,-3,-6,-6,-3,-3,-4,-4,-5,-5,-7,-7,-8,-8,-7,-7
446,-17,-17,-16,-16,-15,-15,-12,-12,-6,-6,-7,-7,-3,-3,-3,-3,3,-3,0,0,-8,-8,-8,-8
447,-37,-37,-37,-37,-37,-37,-35,-35,-31,-31,-28,-28,-31,-31,-31,-31,-31,-31,-32,-32,-34,-34,-35,-35
448,-24,-24,-24,-24,-24,-24,-24,-24,-29,-29,-32,-32,-32,-32,-30,-30,-15,-15,-7,-7,-12,-12,-13,-13
449,-23,-23,-23,-23,-23,-23,-16,-16,-6,-6,-7,-7,-7,-7,-10,-10,-6,-6,-11,-11,-23,-23,-33,-33
450,-19,-19,-19,-19,-19,-19,-14,-14,-10,-10,-12,-12,-13,-13,-11,-11,-11,-11,-10,-10,-13,-13,-22,-22
451,-11,-11,-11,-11,-11,-11,-6,-5,-4,-4,-9,-7,-6,-6,-6,-6,-6,-6,-5,-5,-8,-8,-9,-9
452,-15,-15,-17,-17,-17,-17,-13,-6,-2,-2,-4,-4,-3,-3,-4,-4,-2,-4,4,4,-3,-3,-5,-5
453,-16,-16,-17,-17,-17,-17,-11,-7,4,2,0,1,0,0,0,0,-1,-1,1,1,-7,-7,-12,-12
454,-14,-14,-14,-14,-14,-14,-10,-10,-7,-7,-5,-5,-4,-4,-4,-4,-5,-5,-8,-8,-14,-14,-14,-14
455,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-10,-10,-11,-11,-11,-11,-10,-10,-10,-10,-11,-11
456,-23,-23,-26,-26,-26,-26,-24,-24,-13,-13,-16,-16,-18,-18,-17,-15,-11,-10,-10,-10,-19,-19,-18,-18
457,-20,-20,-20,-20,-18,-18,-15,-15,-7,-7,-13,-13,-16,-16,-13,-13,-8,-8,-11,-11,-18,-18,-18,-18
458,-19,-19,-18,-18,-18,-18,-13,-13,-1,-1,2,1,3,1,-1,-1,4,3,-3,-3,-14,-14,-16,-16
459,-11,-11,-11,-11,-11,-11,-7,-7,-2,-2,2,0,1,0,1,0,-1,-1,-6,-6,-17,-17,-18,-18
460,-23,-23,-23,-23,-23,-23,-21,-21,-13,-13,-5,-5,-6,-6,-6,-6,-5,-5,-9,-9,-22,-22,-21,-21
462,-31,-31,-31,-31,-33,-33,-27,-27,-5,-5,-3,-3,-7,-7,-4,-4,-2,-2,-9,-9,-28,-28,-29,-29
463,-15,-15,-15,-15,-15,-15,-12,-12,-4,-4,-2,-2,-2,-2,-2,-1,-2,-2,0,0,-8,-8,-11,-11
464,-17,-17,-16,-16,-16,-16,-15,-15,-9,-9,-11,-11,-7,-7,-7,-7,-8,-8,-9,-9,-9,-9,-10,-10
465,-19,-19,-21,-21,-21,-21,-10,-14,-1,0,-14,-12,-14,-14,-15,-14,-13,-9,-10,-10,-26,-26,-31,-31
466,-13,-13,-14,-14,-14,-14,-11,-10,-5,-2,2,0,-1,-1,1,-1,0,0,0,0,-7,-7,-11,-11
467,-11,-11,-14,-14,-14,-14,-11,-11,-8,-8,-7,-7,-8,-8,-6,-6,-5,-5,-3,-3,-6,-6,-8,-8
468,-16,-16,-17,-17,-17,-17,-18,-18,-16,-16,-15,-15,-12,-12,-11,-11,-9,-9,-8,-8,-7,-7,-8,-8
469,-30,-30,-30,-30,-30,-30,-25,-25,-14,-14,-6,-6,-6,-6,-8,-8,-8,-8,-13,-13,-23,-23,-29,-29
470,-32,-32,-32,-32,-32,-32,-27,-27,-22,-22,-18,-18,-19,-19,-18,-18,-18,-18,-19,-19,-25,-25,-27,-27
471,-13,-13,-13,-13,-13,-13,-10,-10,-3,-3,2,0,-1,-1,-4,-3,-1,-1,-1,-1,-4,-4,-10,-10
472,-14,-14,-14,-14,-14,-14,-13,-13,-12,-12,-10,-10,-10,-10,-9,-9,-10,-10,-10,-10,-13,-13,-13,-13
473,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-15,-15,-14,-14,-15,-15,-12,-12,-10,-10,-11,-11,-12,-12
474,-27,-27,-29,-29,-29,-29,-29,-29,-29,-29,-30,-30,-27,-27,-27,-27,-27,-27,-26,-26,-24,-24,-26,-26
475,-39,-39,-39,-39,-39,-39,-36,-36,-33,-33,-32,-32,-33,-33,-33,-33,-31,-31,-31,-31,-38,-38,-38,-38
476,-20,-20,-20,-20,-21,-21,-21,-21,-20,-20,-21,-21,-21,-21,-21,-21,-21,-21,-22,-22,-23,-23,-23,-23
477,-25,-25,-27,-27,-27,-27,-27,-27,-23,-23,-23,-23,-20,-20,-20,-20,-20,-20,-17,-17,-21,-21,-25,-25
478,-12,-12,-12,-12,-12,-12,-8,-9,0,0,-5,-5,-5,-5,-8,-8,-4,-4,4,4,-6,-6,-16,-16
479,-13,-13,-13,-13,-14,-14,-10,-10,-1,-1,3,0,2,0,1,0,-2,-2,-5,-5,-12,-12,-11,-11
480,-16,-16,-16,-16,-15,-15,-7,-11,5,2,1,0,1,0,0,0,3,3,-1,-1,-11,-11,-13,-13
481,-24,-24,-24,-24,-24,-24,-21,-21,-20,-20,-18,-18,-20,-20,-22,-22,-20,-20,-21,-21,-24,-24,-25,-25
482,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18
483,-22,-22,-23,-23,-22,-22,-19,-19,-6,-6,-6,-5,-6,-6,-7,-7,-3,-3,1,1,-11,-11,-17,-17
484,-16,-16,-16,-16,-16,-16,-14,-14,-12,-12,-11,-11,-11,-11,-10,-10,-9,-9,-11,-11,-15,-15,-17,-17
485,-16,-16,-18,-18,-18,-18,-14,-14,-5,-5,-2,-2,-1,-1,-2,0,0,1,1,1,-10,-10,-12,-12
486,-24,-24,-24,-24,-24,-24,-17,-17,-10,-10,-9,-9,-9,-9,-4,-4,-6,-6,-7,-7,-22,-22,-19,-19
487,-16,-16,-17,-17,-17,-17,-15,-15,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-12,-12,-15,-15
488,-15,-15,-13,-13,-12,-12,-4,-9,0,2,2,0,-4,-2,-5,-5,-2,-1,-1,-1,-12,-12,-16,-16
489,-23,-23,-24,-24,-24,-24,-16,-16,1,0,3,0,3,0,-2,-1,1,0,1,1,-16,-16,-20,-20
490,-31,-31,-30,-30,-30,-30,-27,-16,-10,-10,-10,-10,-12,-12,-13,-13,-11,-10,-9,-9,-16,-16,-18,-18
491,-30,-30,-31,-31,-32,-32,-32,-32,-30,-30,-26,-26,-32,-32,-29,-29,-29,-29,-24,-24,-26,-26,-28,-28
492,-41,-41,-42,-42,-43,-43,-43,-43,-38,-38,-50,-50,-54,-54,-63,-63,-62,-62,-56,-56,-57,-57,-56,-56
494,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-27,-27,-27,-27,-27,-27,-27,-27,-25,-25,-26,-26,-27,-27
495,-26,-26,-27,-27,-26,-26,-21,-21,-13,-13,-15,-15,-17,-17,-17,-17,-17,-17,-19,-19,-26,-26,-31,-31
496,-27,-27,-27,-27,-27,-27,-25,-25,-20,-20,-17,-17,-16,-16,-12,-12,-13,-13,-15,-15,-21,-21,-22,-22
497,-18,-18,-19,-19,-19,-19,-17,-17,-16,-16,-13,-13,-11,-11,-9,-9,-10,-10,-12,-12,-20,-20,-18,-18
498,-27,-27,-27,-27,-27,-27,-22,-22,-20,-20,-21,-21,-17,-17,-14,-14,-15,-15,-14,-14,-19,-19,-22,-22
499,-25,-25,-25,-25,-25,-25,-20,-20,-12,-12,-7,-7,-7,-7,-6,-6,-9,-9,-9,-9,-16,-16,-25,-25
500,-27,-27,-28,-28,-28,-28,-24,-24,-16,-16,-21,-21,-24,-24,-21,-21,-19,-19,-18,-18,-31,-31,-31,-31
501,-16,-16,-16,-16,-16,-16,-14,-14,-7,-7,-9,-9,-6,-6,-6,-6,-5,-5,0,0,-1,-1,-2,-2
503,-24,-24,-25,-25,-26,-26,-22,-21,-11,-11,-4,-4,-3,-3,-5,-5,0,0,2,2,-21,-21,-32,-32
504,-21,-21,-21,-21,-21,-21,-20,-20,-20,-20,-19,-19,-17,-17,-15,-15,-15,-15,-14,-14,-14,-14,-16,-16
505,-20,-20,-20,-20,-20,-20,-16,-16,-6,-6,-11,-11,-12,-12,-11,-11,-12,-12,-9,-9,-19,-19,-23,-23
506,-15,-15,-16,-16,-17,-17,-16,-16,-10,-10,-26,-26,-26,-26,-26,-26,-21,-21,-10,-10,-17,-17,-18,-18
507,-21,-21,-21,-21,-21,-21,-18,-18,-10,-10,-8,-8,-6,-6,-7,-7,-6,-6,-8,-8,-13,-13,-13,-13
508,-11,-11,-12,-12,-12,-12,-10,-10,-10,-10,-15,-15,-13,-13,-13,-13,-5,-6,-1,-1,-3,-3,-2,-2
509,-13,-13,-13,-13,-13,-13,-12,-12,-23,-23,-28,-28,-26,-26,-29,-29,-11,-11,-10,-10,-6,-6,-5,-5
510,-27,-27,-30,-30,-30,-30,-28,-28,-28,-28,-41,-41,-44,-44,-46,-46,-41,-41,-35,-35,-46,-46,-50,-50
511,-22,-22,-23,-23,-22,-22,-14,-14,1,1,-2,-2,2,0,-1,-2,2,2,0,0,-4,-4,-11,-11
512,-21,-21,-21,-21,-21,-21,-13,-16,0,2,-3,0,-5,-5,-1,-2,-1,-2,1,1,-8,-8,-16,-16
513,-34,-34,-37,-37,-29,-29,-23,-23,-17,-17,-14,-14,-16,-16,-17,-17,-18,-18,-26,-26,-34,-34,-33,-33
514,-11,-11,-11,-11,-11,-11,-9,-9,-12,-12,-24,-24,-23,-23,-22,-22,-15,-15,-13,-13,-17,-17,-20,-20
515,-16,-16,-16,-16,-16,-16,-13,-13,-8,-8,-7,-7,-8,-8,-7,-7,-7,-7,-7,-7,-10,-10,-10,-10
516,-12,-12,-12,-12,-12,-12,-9,-9,-7,-7,-9,-9,-7,-7,-5,-5,-7,-7,-11,-11,-18,-18,-16,-16
517,-11,-11,-12,-12,-12,-12,-8,-8,-3,-3,-5,-3,-2,-1,-1,0,2,2,-3,-3,-4,-4,-11,-11
518,-21,-21,-21,-21,-20,-20,-17,-17,-10,-10,-8,-8,-5,-5,-5,-5,-3,-3,0,0,-8,-8,-14,-14
519,-23,-23,-23,-23,-23,-23,-22,-22,-22,-22,-21,-21,-21,-21,-21,-21,-21,-21,-22,-22,-24,-24,-24,-24
520,-14,-14,-14,-14,-13,-13,-8,-8,1,1,1,1,-1,-1,0,-1,0,0,-2,-2,-7,-7,-14,-14
521,-13,-13,-15,-15,-15,-15,-12,-12,-2,-2,-2,-2,-2,-2,-2,-2,-6,-6,-4,-4,-10,-10,-14,-14
522,-25,-25,-26,-26,-26,-26,-24,-24,-25,-25,-21,-21,-20,-20,-23,-23,-24,-24,-23,-23,-25,-25,-23,-23
523,-16,-16,-17,-17,-17,-17,-15,-15,-14,-14,-15,-15,-15,-15,-14,-14,-16,-16,-15,-15,-16,-16,-17,-17
524,-26,-26,-26,-26,-26,-26,-19,-19,-8,-8,-17,-14,-16,-16,-14,-4,-5,1,-1,-1,-7,-7,-9,-9
526,-18,-18,-16,-16,-15,-15,-13,-13,-12,-12,-11,-11,-10,-10,-11,-11,-9,-9,-10,-10,-14,-14,-15,-15
527,-13,-13,-14,-14,-13,-13,-11,-11,-6,-6,-4,-4,-4,-4,-6,-6,-4,-4,-5,-5,-11,-11,-14,-14
528,-11,-11,-11,-11,-11,-11,-11,-11,-17,-17,-26,-26,-26,-26,-25,-25,-18,-18,-14,-14,-13,-13,-8,-8
529,-12,-12,-13,-13,-13,-13,-11,-11,-4,-4,-15,-15,-17,-17,-14,-13,-12,-10,-5,-5,-14,-14,-14,-14
530,-12,-12,-12,-12,-12,-12,-11,-11,-10,-10,-11,-11,-11,-11,-11,-11,-11,-11,-10,-10,-12,-12,-13,-13
531,-14,-14,-14,-14,-14,-14,-7,-7,2,0,2,2,0,0,2,1,2,2,1,1,-8,-8,-13,-13
532,-43,-43,-44,-44,-44,-44,-44,-44,-48,-48,-57,-57,-58,-58,-55,-55,-51,-51,-38,-38,-44,-44,-42,-42
533,-23,-23,-23,-23,-23,-23,-19,-19,-5,-5,-5,-5,-5,-5,-6,-4,-3,-3,-1,-1,-9,-9,-18,-18
534,-18,-18,-18,-18,-19,-19,-11,-10,4,0,3,0,0,0,-2,-1,0,1,-3,-3,-20,-20,-19,-19
535,-16,-16,-17,-17,-17,-17,-12,-12,-6,-6,0,0,-1,-1,2,0,3,2,3,3,-9,-9,-11,-11
536,-24,-24,-24,-24,-24,-24,-21,-21,-8,-6,-10,-10,-12,-12,-11,-10,-8,-8,-10,-10,-14,-14,-19,-19
537,-11,-11,-12,-12,-12,-12,-8,-8,1,1,-6,-6,-2,-2,-3,-3,-3,-3,-3,-3,-9,-9,-12,-12
538,-14,-14,-15,-15,-15,-15,-13,-13,-12,-12,-14,-14,-11,-11,-14,-14,-10,-10,-8,-8,-8,-8,-8,-8
539,-15,-15,-15,-15,-15,-15,-11,-11,-6,-6,-1,-1,2,0,1,-2,-2,-2,-1,-1,-10,-10,-8,-8
540,-18,-18,-19,-19,-19,-19,-17,-17,-9,-9,-6,-6,-4,-4,-1,-1,1,1,1,1,-7,-7,-10,-10
541,-18,-18,-19,-19,-19,-19,-17,-17,-16,-16,-36,-36,-53,-53,-52,-52,-37,-37,-24,-24,-31,-31,-33,-33
542,-23,-23,-23,-23,-25,-25,-21,-17,-9,-6,0,0,-3,-2,-1,-1,-1,-1,-6,-6,-22,-22,-24,-24
543,-14,-14,-14,-14,-14,-14,-14,-14,-11,-11,-10,-10,-7,-7,-5,-5,-4,-4,-2,-2,-4,-4,-5,-5
544,-15,-15,-15,-15,-15,-15,-10,-10,-5,-5,-16,-16,-19,-19,-16,-16,-9,-9,-7,-7,-15,-15,-15,-15
545,-16,-16,-15,-15,-15,-15,-13,-13,-6,-6,-7,-7,-9,-9,-13,-13,-6,-6,-5,-5,-11,-11,-13,-13
546,-14,-14,-14,-14,-14,-14,-12,-12,-24,-24,-64,-64,-65,-65,-65,-65,-53,-53,-34,-34,-27,-27,-20,-20
547,-35,-35,-36,-36,-36,-36,-35,-35,-31,-31,-30,-30,-31,-31,-28,-28,-33,-33,-33,-33,-38,-38,-39,-39
548,-18,-18,-18,-18,-18,-18,-17,0,2,2,-2,-2,-1,0,0,-3,2,0,-1,-1,-1,-1,-3,-3
549,-31,-31,-32,-32,-31,-31,-26,-23,-13,-13,-18,-18,-17,-17,-16,-16,-18,-18,-17,-17,-21,-21,-25,-25
550,-16,-16,-15,-15,-16,-16,-10,-10,-6,-6,-10,-10,-11,-11,-10,-10,-10,-10,-7,-7,-10,-10,-10,-10
552,-17,-17,-21,-21,-21,-21,-19,-19,-11,-11,-3,-3,-4,-2,-2,-1,0,0,-3,-3,-8,-8,-8,-8
553,-15,-15,-17,-17,-17,-17,-9,-12,1,1,-4,0,-9,-9,-2,0,4,2,1,1,-14,-14,-26,-26
554,-11,-11,-11,-11,-11,-11,-10,-10,-9,-9,-10,-10,-10,-10,-10,-10,-8,-8,-5,-5,-9,-9,-10,-10
556,-18,-18,-18,-18,-18,-18,-19,-19,-25,-25,-36,-36,-36,-36,-36,-36,-33,-33,-19,-19,-15,-15,-17,-17
557,-14,-14,-14,-14,-14,-14,-13,-10,-17,-17,-30,-30,-30,-30,-30,-30,-19,-19,-14,-14,0,0,0,0
558,-16,-16,-17,-17,-17,-17,-14,-14,-15,-15,-47,-47,-45,-45,-43,-43,-20,-20,-11,-11,-16,-16,-18,-18
559,-16,-16,-16,-16,-16,-16,-15,-15,-15,-15,-14,-14,-14,-14,-14,-14,-11,-11,-12,-12,-14,-14,-15,-15
560,-14,-14,-14,-14,-14,-14,-12,-12,-10,-10,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-10,-10,-12,-12
561,-15,-15,-15,-15,-15,-15,-13,-13,-8,-8,-7,-7,-6,-6,-2,-2,-3,-3,-4,-4,-4,-4,-7,-7
562,-14,-14,-14,-14,-13,-13,-13,-13,-11,-11,-30,-30,-38,-38,-37,-37,-36,-36,-25,-25,-27,-27,-28,-28
563,-18,-18,-18,-18,-18,-18,-16,-16,-14,-14,-16,-16,-16,-16,-15,-15,-16,-16,-17,-17,-18,-18,-20,-20
564,-26,-26,-27,-27,-27,-27,-24,-2,5,10,-14,-14,-13,-13,-12,-12,-6,-12,3,3,2,2,4,2
566,-29,-29,-29,-29,-28,-28,-26,-26,-26,-26,-30,-30,-30,-30,-30,-30,-25,-25,-24,-24,-30,-30,-26,-26
568,-12,-12,-13,-13,-13,-13,-9,-9,0,-2,4,-1,-1,-1,0,-2,0,-4,-8,-8,-20,-20,-26,-26
569,-21,-21,-21,-21,-21,-21,-17,-13,4,-2,0,1,1,0,-1,-1,2,2,0,0,-9,-9,-14,-14
570,-25,-25,-23,-23,-23,-23,-24,-24,-36,-36,-52,-52,-51,-51,-51,-51,-34,-34,-22,-22,-20,-20,-21,-21
571,-20,-20,-20,-20,-20,-20,-19,-19,-16,-16,-17,-17,-17,-17,-18,-18,-21,-21,-21,-21,-17,-17,-19,-19
572,-24,-24,-25,-25,-26,-26,-25,-25,-19,-19,-15,-15,-14,-14,-16,-16,-14,-14,-18,-18,-28,-28,-28,-28
573,-11,-11,-12,-12,-12,-12,-6,-6,-5,-5,-7,-7,-5,-5,-1,-8,0,-1,2,2,-21,-21,-22,-22
574,-31,-31,-31,-31,-30,-30,-13,-23,-1,-1,3,0,4,0,-2,-6,-1,-3,4,4,-20,-20,-31,-31
576,-15,-15,-15,-15,-15,-15,-13,-13,-12,-12,-11,-11,-12,-12,-13,-13,-13,-13,-13,-13,-14,-14,-16,-16
577,-13,-13,-16,-16,-16,-16,-13,-13,-5,-3,-2,-2,1,1,-1,0,3,1,1,1,-10,-10,-17,-17
578,-22,-22,-23,-23,-23,-23,-21,-21,-12,-12,-19,-16,-19,-17,-19,-18,-17,-11,-9,-9,-16,-16,-14,-14
579,-24,-24,-25,-25,-25,-25,-26,-26,-57,-57,-82,-82,-86,-86,-84,-84,-58,-58,-46,-39,-31,-31,-33,-33
580,-25,-25,-25,-25,-25,-25,-19,-19,-4,-4,-11,-11,-14,-14,-14,-14,-12,-12,-16,-16,-35,-35,-42,-42
581,-12,-12,-12,-12,-12,-12,-11,-11,-5,-5,-14,-14,-18,-18,-20,-20,-9,-9,-2,-2,-7,-7,-8,-8
583,-14,-14,-14,-14,-14,-14,-12,-12,-15,-15,-38,-38,-39,-39,-41,-41,-29,-29,-18,-18,-22,-22,-23,-23
584,-13,-13,-16,-16,-16,-16,-12,-9,3,0,2,-1,3,1,0,-1,-1,-2,-1,-1,-8,-8,-10,-10
586,-21,-21,-21,-21,-21,-21,-20,-20,-18,-18,-18,-18,-19,-19,-19,-19,-18,-18,-19,-19,-19,-19,-20,-20
587,-14,-14,-12,-12,-12,-12,-10,-10,-16,-16,-46,-46,-47,-47,-52,-52,-39,-36,-29,-28,-34,-34,-36,-36
588,-17,-17,-19,-19,-19,-19,-17,-17,-15,-15,-15,-15,-13,-13,-13,-13,-13,-13,-12,-12,-10,-10,-11,-11
589,-11,-11,-9,-9,-9,-9,-6,-6,2,2,-9,-9,-11,-11,-9,-2,0,0,7,7,0,0,-4,-4
590,-18,-18,-18,-18,-18,-18,-16,-16,-12,-12,-5,-3,-3,-3,-1,0,1,1,1,1,-2,-2,-3,-3
591,-17,-17,-19,-19,-18,-18,-15,-15,-12,-12,-15,-15,-17,-17,-17,-17,-13,-13,-15,-15,-27,-27,-27,-27
592,-14,-14,-14,-14,-13,-13,-11,-10,-5,-2,-5,-3,-5,-5,1,-1,2,-1,-1,-1,-3,-3,-5,-5
593,-14,-14,-14,-14,-14,-10,-7,-7,4,6,2,1,2,2,1,-2,4,2,-2,-2,-13,-13,-12,-12
594,-22,-22,-25,-25,-25,-25,-25,-25,-30,-30,-55,-55,-53,-53,-57,-57,-51,-51,-34,-34,-24,-24,-26,-26
595,-14,-14,-16,-16,-16,-16,-13,-13,-11,-11,-19,-19,-17,-17,-18,-18,-9,-9,1,1,-4,-4,-9,-9
596,-13,-13,-14,-14,-14,-14,-9,-9,-8,-8,-10,-10,-13,-13,-10,-10,-6,-6,-6,-6,-14,-14,-15,-15
597,-17,-17,-18,-18,-18,-18,-13,-13,-5,-5,-2,-2,-1,-1,-2,-2,-4,-4,-4,-4,-8,-8,-16,-16
598,-26,-26,-27,-27,-27,-27,-24,-24,-22,-22,-27,-27,-28,-28,-27,-27,-25,-25,-15,-15,-15,-15,-19,-19
599,-19,-19,-19,-19,-19,-19,-18,-18,-16,-16,-10,-10,-11,-11,-12,-12,-9,-9,-9,-9,-11,-11,-12,-12
600,-14,-14,-14,-14,-14,-14,-11,-11,-5,-5,1,0,0,0,-1,-1,-1,-1,-3,-3,-12,-12,-13,-13
601,-25,-25,-25,-25,-26,-26,-26,-26,-25,-25,-27,-27,-27,-27,-29,-29,-25,-25,-24,-24,-24,-24,-25,-25
602,-31,-31,-31,-31,-31,-31,-26,-26,-14,-14,-14,-14,-16,-16,-14,-14,-13,-13,-17,-17,-26,-26,-30,-30
603,-30,-30,-31,-31,-31,-31,-26,-26,-15,-15,-11,-11,-10,-10,-9,-9,-11,-11,-20,-20,-32,-32,-35,-35
604,-12,-12,-12,-12,-12,-12,-10,-10,-5,-5,-8,-8,-8,-8,-8,-8,-4,-4,-10,-10,-16,-16,-18,-18
605,-20,-20,-20,-20,-20,-20,-12,-7,-1,2,-8,1,2,1,2,-4,-1,0,-3,-3,-18,-18,-13,-13
606,-18,-18,-18,-18,-18,-18,-17,-17,-19,-19,-22,-22,-21,-21,-20,-20,-19,-19,-20,-20,-20,-20,-20,-20
607,-14,-14,-14,-14,-14,-14,-12,-12,-7,-7,-4,-4,-4,-4,-4,-4,-2,-2,0,0,-6,-6,-10,-10
608,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-22,-22,-21,-21,-20,-20,-20,-20,-19,-16,-17,-17,-18,-18
609,-13,-13,-13,-13,-12,-12,-5,-5,-5,-5,-6,-6,-6,-6,-7,-7,-7,-7,-8,-8,-16,-16,-18,-18
610,-14,-14,-14,-14,-14,-14,-12,-12,-5,-5,-6,-6,-7,-7,-11,-11,-10,-10,-1,-1,-10,-10,-10,-10
611,-14,-14,-14,-14,-14,-14,-13,-13,-7,-7,-11,-11,-9,-9,-8,-8,-9,-9,-7,-7,-10,-10,-9,-9
612,-21,-21,-21,-21,-20,-20,-15,-15,-6,-6,-3,-3,0,0,0,0,0,0,-3,-3,-19,-19,-21,-21
613,-15,-15,-16,-16,-16,-16,-12,-12,-13,-13,-16,-16,-19,-19,-21,-21,-13,-13,-12,-12,-14,-14,-15,-15
614,-28,-28,-28,-28,-28,-28,-25,-25,-20,-20,-13,-13,-10,-10,-5,-5,-3,-3,-1,-1,-8,-8,-9,-9
