Station ID,Time,Out,In,Delta
0,2017-09-15 08:00:00,429,419,-10
0,2017-09-15 10:00:00,102,122,20
0,2017-09-15 12:00:00,164,124,-40
0,2017-09-15 14:00:00,150,117,-33
0,2017-09-15 16:00:00,270,227,-43
0,2017-09-15 18:00:00,202,222,20
0,2017-09-15 20:00:00,68,104,36
0,2017-09-15 22:00:00,54,68,14
0,2017-09-16 00:00:00,58,50,-8
0,2017-09-16 02:00:00,33,8,-25
0,2017-09-16 04:00:00,15,4,-11
0,2017-09-16 06:00:00,21,15,-6
0,2017-09-16 08:00:00,63,64,1
0,2017-09-16 10:00:00,162,150,-12
0,2017-09-16 12:00:00,215,193,-22
0,2017-09-16 14:00:00,235,202,-33
0,2017-09-16 16:00:00,201,207,6
0,2017-09-16 18:00:00,152,193,41
0,2017-09-16 20:00:00,55,89,34
0,2017-09-16 22:00:00,67,60,-7
0,2017-09-17 00:00:00,61,39,-22
0,2017-09-17 02:00:00,40,17,-23
0,2017-09-17 04:00:00,20,13,-7
0,2017-09-17 06:00:00,14,10,-4
0,2017-09-17 08:00:00,37,42,5
0,2017-09-17 10:00:00,126,175,49
0,2017-09-17 12:00:00,213,216,3
0,2017-09-17 14:00:00,220,200,-20
0,2017-09-17 16:00:00,215,173,-42
0,2017-09-17 18:00:00,130,140,10
0,2017-09-17 20:00:00,39,84,45
0,2017-09-17 22:00:00,36,31,-5
0,2017-09-18 00:00:00,27,9,-18
0,2017-09-18 02:00:00,3,2,-1
0,2017-09-18 04:00:00,7,6,-1
0,2017-09-18 06:00:00,121,159,38
0,2017-09-18 08:00:00,412,450,38
0,2017-09-18 10:00:00,69,96,27
0,2017-09-18 12:00:00,90,88,-2
0,2017-09-18 14:00:00,75,86,11
0,2017-09-18 16:00:00,321,233,-88
0,2017-09-18 18:00:00,315,366,51
0,2017-09-18 20:00:00,94,99,5
0,2017-09-18 22:00:00,28,28,0
0,2017-09-19 00:00:00,11,3,-8
0,2017-09-19 02:00:00,9,5,-4
0,2017-09-19 04:00:00,7,10,3
0,2017-09-19 06:00:00,181,183,2
0,2017-09-19 08:00:00,467,456,-11
0,2017-09-19 10:00:00,96,107,11
0,2017-09-19 12:00:00,134,122,-12
0,2017-09-19 14:00:00,121,99,-22
0,2017-09-19 16:00:00,316,235,-81
0,2017-09-19 18:00:00,360,408,48
0,2017-09-19 20:00:00,87,129,42
0,2017-09-19 22:00:00,45,47,2
1,2017-08-01 00:00:00,8,7,-1
1,2017-08-01 02:00:00,7,0,-7
1,2017-08-01 04:00:00,13,4,-9
1,2017-08-01 06:00:00,186,39,-147
1,2017-08-01 08:00:00,388,144,-244
1,2017-08-01 10:00:00,96,41,-55
1,2017-08-01 12:00:00,64,73,9
1,2017-08-01 14:00:00,77,95,18
1,2017-08-01 16:00:00,167,253,86
1,2017-08-01 18:00:00,188,295,107
1,2017-08-01 20:00:00,71,124,53
1,2017-08-01 22:00:00,24,57,33
1,2017-08-02 00:00:00,8,7,-1
1,2017-08-02 02:00:00,7,2,-5
1,2017-08-02 04:00:00,9,9,0
1,2017-08-02 06:00:00,198,42,-156
1,2017-08-02 08:00:00,362,134,-228
